"","age","female","college","church","catholic","jewish","bible","income","pid","media","feeling.dem","feeling.demc","feeling.repc","feeling.rep","abortion","black","latino","white","gay.marriage","gay.discrimination","racial.resentment","moral.traditionalism","gay.therm","immigrants","gays.adoption","trans.military","authoritarianism","aid.blacks","sample_type","race","birthright.citizenship","dreamers","border.wall","urban.unrest","conservative"
"7732",48,1,1,NA,0,0,1,1,0,0,90,80,0,5,0,0,0,1,0,0,0.3125,0.25,1,0,0,0,0.5,0,6,"white",1,0,0,0,0
"7733",33,0,1,0,0,0,2,1,0.333333333333333,0,15,50,15,15,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"white",0,0,0,0,0
"7734",57,0,0,0,0,0,3,0,0,0,85,85,15,50,0,0,0,1,0,0,0.875,0.625,0.13265306122449,0,0,0,1,0,6,"white",0,0,0,0,0
"7735",36,0,0,0,0,0,1,1,0.333333333333333,0,85,70,0,50,0,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,0,6,"black",1,0,0,0,0
"7736",77,1,1,0,0,0,1,1,0,0,85,85,0,30,0,0,0,1,0,0,0,0.375,0.846938775510204,0,0,0,0,0,6,"white",0,0,0,0,0
"7737",69,1,1,1,1,0,2,0,0,0,60,85,0,0,0,0,0,1,0,0,0.0625,0.75,0.846938775510204,0,0,1,0.25,0,6,"white",0,0,0,0,0
"7738",79,0,0,NA,1,0,2,1,0.666666666666667,0,15,30,70,70,0,0,0,1,0,0,0.5,0.875,0.489795918367347,1,1,1,0.5,0,6,"white",1,0,0,1,1
"7739",37,0,1,NA,0,0,2,1,0.333333333333333,0,60,75,0,50,0,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"black",0,0,0,0,0
"7740",59,0,0,NA,1,0,3,1,0,NA,100,100,0,15,0,0,0,1,0,0,0.5,0.875,0.846938775510204,0,0,1,0.75,0,6,"white",0,0,0,0,0
"7741",80,0,0,1,0,0,3,0,0.666666666666667,0,15,15,100,85,1,0,0,1,0,1,0.5,0.625,0.285714285714286,0,1,0,0.75,0,6,"white",0,0,0,0,0
"7742",32,1,0,NA,0,0,2,0,0.666666666666667,NA,0,0,85,60,0,0,0,1,0,0,0.6875,0.875,0.489795918367347,1,0,0,0.5,0,6,"white",0,0,0,0,0
"7743",47,0,0,NA,0,0,1,1,0,NA,60,60,30,40,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"white",0,0,0,0,0
"7744",60,1,0,NA,1,0,3,1,0,0,85,100,30,40,0,0,0,1,0,0,0.25,0.5,0.846938775510204,0,0,0,0.25,NA,6,"white",0,0,0,0,0
"7745",23,1,0,NA,0,0,1,0,0.833333333333333,0,15,15,85,70,0,0,0,1,0,0,0.5,0.25,0.846938775510204,1,0,0,0.25,0,6,"white",0,0,1,0,0
"7746",51,1,1,0,0,0,2,1,0,0,85,100,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"black",0,0,0,0,0
"7747",42,1,1,1,0,0,3,1,0.166666666666667,0,60,30,15,60,1,0,0,0,1,1,0.25,1,NA,0,1,0,0.75,0,6,"other",0,0,0,1,1
"7748",25,1,0,NA,0,0,2,1,0.333333333333333,0,60,70,0,15,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,6,NA,0,0,0,0,0
"7749",55,0,0,NA,0,0,3,0,0.666666666666667,0,30,60,40,40,0,0,0,1,0,0,0.5,0.625,0.846938775510204,0,0,0,0,0,6,"white",1,0,1,0,0
"7750",72,0,1,0,1,0,1,1,0,0,85,85,0,0,0,0,0,1,0,0,0.0625,0.375,0.693877551020408,0,0,1,0,0,6,"white",0,0,0,0,0
"7751",58,1,1,0,0,0,2,0,0.666666666666667,0,40,15,60,85,0,0,0,1,0,0,0.5,0.875,0.489795918367347,1,1,0,0.5,0,6,"white",0,0,1,0,0
"7752",31,0,1,NA,0,0,2,1,0.833333333333333,0,30,30,60,60,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"white",0,0,1,0,0
"7753",78,1,0,1,1,0,3,0,1,0,0,0,100,85,1,0,0,1,0,0,0.9375,1,0.489795918367347,1,0,0,1,0,6,"white",1,0,1,1,1
"7754",56,1,NA,NA,1,0,2,0,1,0,15,15,85,85,0,0,0,1,0,0,0.875,0.875,0.489795918367347,1,1,0,1,1,6,"white",1,0,1,1,1
"7755",71,0,0,NA,0,0,1,1,0.333333333333333,NA,60,70,0,0,0,0,0,1,0,0,0.0625,0.375,0.693877551020408,0,0,0,0.25,0,6,"white",0,0,0,0,0
"7756",65,1,0,NA,0,0,2,1,0.333333333333333,0,70,85,0,40,0,0,0,0,0,0,0.5,0.375,0.846938775510204,0,0,0,0,0,6,"other",0,0,0,0,0
"7757",69,1,1,0,0,0,1,0,0,0,100,100,0,0,0,0,0,1,0,0,0.375,0.375,0.846938775510204,0,0,0,0.25,0,6,"white",0,0,0,0,0
"7758",50,1,0,NA,0,0,2,1,0,0,70,85,0,0,0,0,0,1,0,0,0.1875,0.25,1,0,0,0,0.5,0,6,"white",0,0,0,0,0
"7759",80,0,0,NA,1,0,1,1,1,0,0,0,100,85,0,0,0,1,0,NA,0.5625,0.625,0.285714285714286,0,NA,0,0.75,0,6,"white",1,0,1,1,1
"7760",36,0,1,NA,0,0,1,1,0.333333333333333,0,25,85,0,25,0,0,0,1,0,0,0.25,0.25,0.489795918367347,0,0,1,0.25,0,6,"white",1,0,0,0,0
"7761",44,1,0,NA,0,0,2,1,1,0,35,30,100,75,0,0,0,1,0,0,0.875,0.75,1,0,0,0,0.75,1,6,"white",0,1,1,1,1
"7762",53,0,0,0,0,0,2,0,1,0,0,60,15,50,0,0,0,0,0,0,0.3125,0.875,0.846938775510204,1,0,1,0.75,0,6,"other",1,0,1,0,0
"7763",45,1,1,0,0,0,3,1,0.666666666666667,NA,15,30,85,85,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,6,"white",0,0,0,0,0
"7764",25,0,0,NA,0,0,1,0,0,0,60,70,0,15,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"white",0,0,0,0,0
"7765",52,1,1,0,1,0,2,0,0.833333333333333,0,60,90,0,40,0,0,0,1,0,0,0.4375,0.5,1,1,0,0,0.25,0,6,"white",1,0,0,0,0
"7766",34,1,0,0,0,0,3,0,0,0,85,85,0,0,0,1,0,0,0,0,0.5,0.5,0.846938775510204,0,0,1,1,0,6,"black",0,0,0,NA,NA
"7767",78,1,1,NA,1,0,2,1,0,0,85,85,0,0,0,0,0,1,0,0,0.25,0.625,0.846938775510204,0,0,0,0.25,0,6,"white",0,0,0,0,0
"7768",45,0,1,0,0,0,1,1,0.333333333333333,0,60,70,15,40,0,0,1,0,0,1,NA,NA,NA,NA,1,NA,NA,0,6,"latino",0,0,0,0,0
"7769",-9,1,0,NA,0,0,2,0,NA,NA,100,50,1,0,0,NA,NA,NA,0,0,0.0625,0.5,0.591836734693878,0,0,1,0.25,1,6,NA,0,0,0,0,0
"7770",23,0,NA,NA,0,0,2,0,0.333333333333333,0,60,70,60,50,0,1,0,0,0,0,0.625,0.625,0.693877551020408,0,0,1,1,0,6,"black",1,0,1,1,1
"7771",51,1,0,0,0,0,NA,0,0.5,0,50,40,15,50,0,0,0,1,0,0,0.25,0.5,1,NA,0,0,0,0,6,"white",0,0,0,0,0
"7772",80,1,1,0,0,0,NA,1,0.5,0,60,60,60,60,0,0,0,1,0,0,0.5625,0.5,0.846938775510204,1,0,NA,0,0,6,"white",0,0,NA,0,0
"7773",72,1,0,0,0,0,3,0,0.166666666666667,0,85,9,1,0,1,1,0,0,1,1,0.6875,0.625,0.591836734693878,0,1,0,1,0,6,"black",1,0,0,0,0
"7774",41,0,1,NA,0,1,1,0,0.166666666666667,0,70,70,10,40,0,0,0,1,0,0,0,0.25,0.744897959183674,0,0,0,0.25,0,6,"white",1,0,0,0,0
"7775",24,0,0,NA,0,0,1,1,0.333333333333333,0,70,70,0,30,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"white",0,0,0,0,0
"7776",30,1,NA,NA,0,0,1,0,0.5,0,40,100,0,40,0,0,0,1,0,0,0.5,0.5,0.489795918367347,1,0,0,0.75,0,6,"white",1,0,1,0,0
"7777",55,0,0,0,1,0,3,1,0,0,70,85,85,70,0,0,0,1,0,0,0.0625,0.625,0.846938775510204,0,0,0,0.75,0,6,"white",1,0,1,0,0
"7778",49,0,0,0,0,0,2,0,0.166666666666667,0,50,60,40,40,0,0,0,1,0,0,0.5625,0.5,1,0,0,0,0.75,0,6,"white",0,0,1,0,0
"7779",74,0,0,0,1,0,2,1,0.833333333333333,0,0,0,100,40,1,0,0,1,0,1,1,1,0.489795918367347,0,1,0,0.25,1,6,"white",1,0,1,1,1
"7780",48,0,1,NA,1,0,1,1,0.666666666666667,0,40,15,85,60,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"white",0,0,0,0,0
"7781",64,1,0,NA,0,0,1,1,0.333333333333333,0,70,70,0,0,0,0,0,1,0,0,0.125,0.25,0.591836734693878,0,0,0,0.5,0,6,"white",1,0,0,0,0
"7782",80,0,0,0,0,0,2,0,1,0,30,48,85,50,0,0,0,1,1,0,NA,NA,NA,NA,0,NA,NA,1,6,"white",1,1,1,1,1
"7783",27,1,0,NA,0,0,2,0,0.333333333333333,0,60,40,40,50,0,1,0,0,0,0,0.0625,0.5,0.591836734693878,1,0,1,0.75,0,6,"black",0,0,0,0,0
"7784",-9,1,0,1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0.5,0.625,0.489795918367347,1,0,1,1,NA,6,"white",0,1,1,1,1
"7785",28,1,0,NA,0,0,1,1,0.666666666666667,0,40,40,70,40,0,0,0,1,0,1,0.625,0.25,1,0,0,0,0.25,0,6,"white",1,0,0,0,0
"7786",50,0,1,0,0,0,2,0,0.5,0,30,70,30,15,0,0,1,0,0,0,0.0625,0.5,1,0,0,0,0,0,6,"latino",0,0,1,0,0
"7787",49,0,0,0,1,0,2,1,0.833333333333333,NA,30,30,85,70,0,0,0,1,0,NA,0.875,0.625,0.387755102040816,0,0,0,0.5,0,6,"white",0,0,1,1,1
"7788",65,0,1,0,0,0,2,0,0.666666666666667,0,70,NA,60,30,0,0,0,1,0,0,0.4375,0.75,0.591836734693878,0,0,0,0.25,0,6,"white",0,0,0,0,0
"7789",49,0,1,NA,0,0,1,1,0.333333333333333,0,50,70,0,30,0,0,0,1,0,0,0.375,0.125,1,0,0,0,0,0,6,"white",0,0,0,0,0
"7790",40,1,0,0,1,0,2,1,1,0,0,0,100,70,0,0,0,1,0,0,0.375,0.5,1,1,0,0,0.25,0,6,"white",0,0,1,1,1
"7791",21,1,0,NA,0,0,3,0,0.166666666666667,0,85,70,50,60,0,1,0,0,0,0,0.4375,0.625,0.693877551020408,1,0,0,0.5,0,6,"black",1,0,0,0,0
"7792",69,0,0,NA,1,0,2,0,0,0,70,85,0,30,0,0,0,1,0,0,0.5,0.75,0.693877551020408,1,0,0,0.5,0,6,"white",0,0,0,NA,NA
"7793",68,1,0,NA,0,0,1,0,0,NA,85,85,0,15,0,0,0,1,0,0,0,0.875,1,0,0,0,0,0,6,"white",0,0,0,0,0
"7794",23,0,0,0,0,0,3,0,1,NA,0,0,100,100,1,0,0,1,1,1,0.5,0.5,NA,1,1,1,0.75,NA,6,"white",0,1,1,1,1
"7795",32,1,1,NA,0,0,1,1,0,0,70,85,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"white",0,0,0,0,0
"7796",59,0,1,NA,0,0,1,1,0.333333333333333,0,60,60,0,15,0,0,0,1,0,0,0,0.25,0.693877551020408,0,0,1,0,0,6,"white",0,0,0,0,0
"7797",51,1,1,0,0,0,3,1,0,0,70,60,30,15,0,1,0,0,1,0,0.6875,0.375,0.591836734693878,0,0,1,0.75,0,6,"black",1,0,1,NA,NA
"7798",52,0,1,NA,0,0,1,1,0,0,70,85,0,15,0,0,0,1,0,0,0.3125,0.125,0.846938775510204,0,0,0,0.25,0,6,"white",0,0,0,0,0
"7799",22,0,0,NA,0,0,2,0,0.5,0,50,60,15,50,1,0,1,0,0,1,0.4375,0.5,0.489795918367347,1,1,0,0.5,NA,6,"latino",1,1,0,0,0
"7800",80,1,0,NA,0,0,2,0,0.833333333333333,0,15,50,70,50,0,0,0,1,1,0,0.75,0.75,0.489795918367347,0,0,1,1,NA,6,"white",1,0,1,NA,NA
"7801",47,0,1,1,1,0,2,0,0.166666666666667,0,40,100,0,0,0,0,1,0,1,0,0.5,0.75,0.489795918367347,0,1,1,0.75,1,6,"latino",0,0,0,0,0
"7802",67,0,1,1,0,0,1,1,0.333333333333333,0,70,85,0,15,0,0,0,1,0,0,0,0.375,0.693877551020408,0,0,0,0,0,6,"white",0,0,0,0,0
"7803",29,1,0,0,0,0,3,0,0.333333333333333,0,70,100,0,100,1,1,0,0,1,1,0.4375,0.625,NA,0,1,0,0.5,NA,6,"black",0,0,1,NA,NA
"7804",62,0,0,1,0,0,3,0,1,NA,0,0,100,70,1,0,0,1,1,1,0.5625,0.5,NA,1,1,0,1,1,6,"white",1,1,1,1,1
"7805",65,0,1,0,0,0,2,0,0.833333333333333,0,15,0,60,70,0,1,0,0,0,0,0.25,0.375,0.846938775510204,0,0,0,0.75,0,6,"black",0,0,0,0,0
"7806",47,1,0,1,0,0,3,1,0.833333333333333,0,70,60,85,70,0,0,1,0,1,0,0.4375,0.5,0.693877551020408,1,1,1,0.25,0,6,"latino",0,0,0,0,0
"7807",20,1,0,0,0,0,2,0,0.666666666666667,NA,65,70,70,65,0,0,0,0,0,0,0.5,0.75,0.489795918367347,0,0,0,0.75,0,6,"other",0,0,0,0,0
"7808",30,1,1,NA,1,0,2,0,0,0,70,75,0,40,0,0,1,0,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"latino",0,0,0,0,0
"7809",72,0,0,0,0,0,2,1,0.5,0,60,70,15,30,0,0,0,1,0,0,0.3125,0.625,0.693877551020408,1,1,0,0.75,0,6,"white",1,0,0,1,1
"7810",57,1,0,0,0,0,2,0,1,NA,85,50,85,50,0,0,0,1,0,0,0.5,0.5,0.693877551020408,1,0,0,0.25,0,6,"white",0,0,1,1,1
"7811",48,0,0,1,0,0,3,1,1,0,0,0,100,100,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,1,6,"other",0,0,1,1,1
"7812",70,1,1,NA,0,0,1,1,0.166666666666667,0,85,100,15,30,0,0,0,1,0,0,0.3125,0.5,0.846938775510204,0,0,0,0,0,6,"white",0,0,0,0,0
"7813",61,0,0,1,1,0,3,1,0.166666666666667,0,70,85,40,15,0,0,1,0,0,0,0.5625,0.75,0.489795918367347,0,1,0,1,1,6,"latino",0,0,0,0,0
"7814",77,1,1,NA,0,1,1,1,0,0,85,100,0,0,0,0,0,1,0,0,0.0625,0.75,NA,0,0,0,0,0,6,"white",0,0,0,0,0
"7815",80,1,1,0,0,0,2,0,0.333333333333333,0,60,70,0,40,0,0,0,1,0,0,0.5625,1,0.693877551020408,0,0,1,0.5,0,6,"white",0,0,0,1,1
"7816",80,0,1,0,0,0,2,1,1,0,0,15,100,60,0,0,0,1,0,0,0.9375,1,0.489795918367347,1,0,1,0.25,1,6,"white",1,0,1,1,1
"7817",33,1,1,1,0,0,2,0,0.333333333333333,0,40,70,15,15,0,1,0,0,0,0,0.125,0.75,0.846938775510204,0,0,0,0.5,0,6,"black",0,0,0,0,0
"7818",18,1,0,NA,0,0,1,1,0,NA,60,60,0,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,"latino",0,0,0,0,0
"7819",32,1,1,0,0,0,2,0,0,NA,70,70,0,15,0,0,0,1,0,0,0.25,0.5,0.846938775510204,0,0,0,0.25,0,6,"white",0,0,0,0,0
"7820",25,1,1,0,1,0,2,1,0.666666666666667,0,40,40,40,60,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"white",0,0,0,0,0
"7821",68,1,0,1,0,0,3,0,0,0,100,100,60,60,0,1,0,0,1,NA,0.5625,0.5,0.489795918367347,0,0,NA,1,0,6,"black",1,0,1,NA,NA
"7822",54,0,0,NA,0,0,2,NA,1,0,0,30,100,100,0,0,0,1,0,0,0.8125,0.25,0.489795918367347,1,0,0,0.5,1,6,"white",1,0,1,0,0
"7823",58,1,0,NA,0,0,2,1,0.666666666666667,NA,15,20,60,70,0,0,0,1,0,0,0.875,0.875,0.489795918367347,0,0,1,0.5,1,6,"white",0,0,1,1,1
"7824",35,0,0,NA,1,0,2,1,1,0,10,0,99,95,0,0,0,1,0,0,0.6875,0.5,0.489795918367347,1,0,1,1,1,6,"white",0,0,1,1,1
"7825",27,0,1,NA,0,0,1,1,0,0,65,80,0,0,0,0,0,1,0,0,0,0.25,0.489795918367347,0,0,1,0,0,6,"white",1,0,0,0,0
"7826",67,1,1,NA,0,0,NA,0,0,0,85,100,0,15,0,0,0,1,0,NA,0.375,0.5,0.489795918367347,0,0,1,0,0,6,"white",NA,0,0,0,0
"7827",65,0,1,NA,0,0,2,0,0.666666666666667,0,0,0,100,85,0,0,0,1,0,0,1,1,0.387755102040816,0,1,0,0,1,6,"white",0,0,1,1,1
"7828",80,1,1,1,1,0,2,0,1,0,40,50,85,70,0,0,0,1,0,0,0.125,1,0.693877551020408,0,0,1,0,0,6,"white",0,0,1,1,1
"7829",66,0,1,1,1,0,2,0,1,0,15,30,99,55,NA,0,0,1,0,0,0.875,0.875,0.489795918367347,1,0,0,0,1,6,"white",1,0,0,1,1
"7830",46,1,0,NA,0,0,3,0,0.5,NA,50,0,100,50,0,0,0,1,0,1,0.5,0.5,0.693877551020408,1,0,0,0.75,NA,6,"white",0,1,0,NA,NA
"7831",72,1,1,NA,0,0,1,1,0.5,NA,60,NA,15,40,0,0,0,0,0,0,0.875,0.25,0.846938775510204,0,0,1,0,0,6,"other",1,0,0,0,0
"7832",80,1,0,NA,1,0,1,0,0,0,60,100,0,40,0,0,0,1,0,1,0.4375,0.5,1,0,0,1,0.25,0,6,"white",0,0,0,0,0
"7833",63,1,1,1,0,0,2,1,0,0,70,70,0,15,0,0,0,1,0,0,0.0625,0.5,0.489795918367347,0,0,0,0.25,0,6,"white",0,0,0,0,0
"7834",47,1,0,NA,0,0,2,1,1,0,0,0,100,100,0,0,0,1,0,0,0.8125,0.75,0.489795918367347,0,0,0,0.5,1,6,"white",0,0,1,NA,NA
"7835",72,1,1,NA,0,0,1,0,0.333333333333333,0,60,70,15,40,0,0,0,1,0,0,0.4375,0.25,1,0,0,0,1,NA,6,"white",0,0,0,0,0
"7836",61,0,0,NA,0,0,2,1,0.666666666666667,0,30,30,85,60,0,0,0,1,0,0,0.4375,0.625,0.489795918367347,0,NA,1,0.5,0,6,"white",0,0,1,0,0
"7837",61,1,1,NA,0,0,1,1,0,0,85,70,0,15,0,0,0,1,0,0,0,0.375,0.693877551020408,0,0,0,0,0,6,"white",0,0,0,0,0
"7838",26,1,0,NA,0,0,2,0,NA,NA,0,50,50,0,1,0,0,1,0,1,0.375,0.375,0.387755102040816,1,1,0,0.75,1,6,"white",0,1,0,0,0
"7839",48,0,1,0,1,0,2,1,0.166666666666667,0,40,50,10,40,0,0,0,1,0,0,0.6875,0.5,0.591836734693878,0,0,0,0.75,NA,6,"white",0,0,0,0,0
"7840",74,1,0,NA,0,0,2,0,0.833333333333333,0,15,15,70,85,0,0,0,1,1,0,0.5625,0.5,0.489795918367347,0,0,0,0.75,0,6,"white",0,0,1,NA,NA
"7841",79,1,1,NA,0,0,3,0,1,0,15,30,85,50,0,0,0,1,0,1,NA,NA,NA,NA,1,NA,NA,1,6,"white",0,1,1,1,1
"7842",23,0,1,0,0,0,3,1,1,0,30,30,70,70,0,0,0,1,0,0,0.5625,1,0.387755102040816,0,0,1,0.5,0,6,"white",0,0,1,0,0
"7843",79,1,0,0,0,0,2,1,1,0,50,15,100,100,0,0,0,1,0,0,0.875,0.625,0.489795918367347,1,0,1,0.75,1,6,"white",0,0,1,1,1
"7844",70,1,1,NA,0,0,2,1,1,0,15,0,100,85,NA,0,0,1,0,0,0.625,0.625,1,1,0,0,0.75,0,6,"white",0,0,1,0,0
"7845",30,1,1,NA,0,0,2,1,0,0,60,70,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"white",0,0,0,0,0
"7846",54,0,1,0,0,0,1,1,0.166666666666667,NA,85,85,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,"white",0,0,0,0,0
"7847",68,1,0,1,0,0,3,1,0,0,60,100,0,40,0,1,0,0,1,0,0.375,0.625,0.489795918367347,0,NA,1,0.5,1,6,"black",0,0,0,0,0
"7848",47,1,1,NA,0,0,NA,0,0.5,0,30,15,0,0,0,0,0,0,0,1,0.4375,0.25,0.897959183673469,1,0,0,0.25,0,6,"other",0,0,0,0,0
"7849",50,0,0,0,0,0,3,0,0.333333333333333,0,85,NA,NA,80,0,1,0,0,0,1,0.25,0.5,0.387755102040816,1,1,1,0.75,0,6,"black",0,1,0,0,0
"7850",18,1,0,1,0,0,3,1,0.833333333333333,0,20,35,55,65,1,0,0,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,6,"white",1,0,0,0,0
"7851",63,1,0,1,0,0,3,1,1,0,30,15,85,85,0,0,0,1,1,0,0.75,1,0.285714285714286,1,1,1,0.75,1,6,"white",0,0,1,0,0
"7852",74,0,1,NA,0,0,1,1,0,0,70,85,0,15,0,0,0,1,0,0,0,0.5,0.693877551020408,0,0,0,0.25,0,6,"white",0,0,0,0,0
"7853",29,0,0,NA,0,0,2,0,0.666666666666667,0,40,50,0,40,0,0,0,1,0,1,0.125,0.125,0.489795918367347,0,0,0,0.75,0,6,"white",0,0,0,0,0
"7854",80,0,1,NA,1,0,2,1,0,0,85,90,0,10,0,0,0,1,0,0,0.0625,0.5,0.744897959183674,0,0,1,0,0,6,"white",0,0,0,0,0
"7855",60,1,0,0,0,0,2,0,0.5,0,70,60,70,70,0,0,0,1,0,0,0.375,0.25,0.693877551020408,0,0,0,0.5,0,6,"white",0,NA,0,0,0
"7856",28,0,1,0,1,0,3,1,0.333333333333333,0,50,40,60,50,0,0,0,1,0,0,0.625,0.5,0.489795918367347,0,0,1,1,0,6,"white",1,0,0,0,0
"7857",52,0,0,1,0,0,3,1,0.666666666666667,NA,0,0,100,95,0,0,0,1,0,0,0.875,0.75,1,1,0,0,0.75,0,6,"white",1,0,1,1,1
"7858",37,0,1,0,0,0,2,1,0,0,85,85,0,30,0,0,0,1,0,0,0,0.375,1,0,0,0,0.75,0,6,"white",0,0,0,0,0
"7859",25,0,0,0,0,0,NA,0,1,0,1,0,98,88,0,0,0,1,0,0,0.5,0.625,0.744897959183674,0,1,0,0.75,1,6,"white",0,0,1,1,1
"7860",40,0,0,0,0,0,2,1,0.666666666666667,0,30,30,85,60,0,0,0,0,1,1,1,1,0.489795918367347,0,1,0,0.25,1,6,"other",1,0,1,0,0
"7861",27,0,0,NA,0,0,3,NA,0,NA,85,100,0,30,0,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"black",0,0,0,0,0
"7862",49,0,1,0,0,0,1,1,0.333333333333333,0,60,60,30,40,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,6,"white",0,0,0,0,0
"7863",33,1,1,NA,0,0,1,1,0.833333333333333,0,0,0,80,20,NA,0,0,1,0,0,1,0.625,0.846938775510204,0,0,0,0,0,6,"white",1,0,1,0,0
"7864",51,1,1,1,0,0,3,1,0.666666666666667,0,50,15,70,50,0,0,0,1,0,0,0.75,0.875,0.489795918367347,0,0,0,0.75,0,6,"white",1,0,1,0,0
"7865",80,0,1,NA,0,0,2,1,0.333333333333333,0,65,80,0,0,0,0,0,1,0,0,0.5,0.75,0.591836734693878,0,0,1,0,0,6,"white",0,0,0,0,0
"7866",28,1,1,NA,0,0,1,1,0,NA,70,85,0,15,0,0,0,1,0,0,0.0625,0.625,1,0,0,0,0,0,6,"white",0,0,0,0,0
"7867",33,0,1,NA,0,0,2,1,0.666666666666667,0,30,30,40,30,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,1,6,"white",0,0,0,0,0
"7868",28,0,0,1,1,0,2,1,1,NA,0,15,70,50,1,0,0,1,1,1,NA,NA,NA,NA,1,NA,NA,0,6,"white",1,0,1,1,1
"7869",64,1,0,1,1,0,2,1,0.166666666666667,0,70,60,0,30,0,0,0,1,0,0,0.125,0.75,0.846938775510204,0,0,0,0.5,0,6,"white",0,0,0,0,0
"7870",62,1,0,0,0,0,NA,1,0,NA,85,100,0,15,0,0,0,1,0,0,0.125,0,0.693877551020408,0,0,0,0,0,6,"white",0,0,0,0,0
"7871",26,1,0,NA,0,0,1,1,0.5,NA,0,50,50,50,0,0,0,1,1,1,0.625,0.625,0.489795918367347,1,0,1,0.5,0,6,"white",0,0,0,0,0
"7872",45,1,1,NA,0,0,2,1,0.333333333333333,0,60,70,0,30,0,0,0,1,0,0,0.5,0.125,0.897959183673469,1,0,0,0.75,0,6,"white",0,0,1,0,0
"7873",79,0,0,NA,1,0,2,1,0,0,85,85,0,50,NA,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,6,"white",0,0,0,0,0
"7874",72,0,0,NA,0,0,1,1,0.166666666666667,0,70,70,0,15,0,0,0,1,0,0,0.1875,0.25,0.489795918367347,0,0,0,0.25,0,6,"white",0,0,0,0,0
"7875",64,1,0,0,0,0,2,0,1,0,30,30,100,85,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,1,6,"white",0,0,1,1,1
"7876",58,1,NA,NA,0,0,3,0,0,0,85,85,0,0,0,0,0,1,0,0,0,0.75,0.846938775510204,0,0,1,0.25,0,6,"white",0,0,0,0,0
"7877",50,0,0,1,0,0,3,1,0.666666666666667,NA,0,0,100,50,0,0,0,1,0,0,1,1,0.489795918367347,1,0,0,1,1,6,"white",1,0,1,1,1
"7878",54,0,0,1,0,0,2,0,0.666666666666667,0,30,0,75,60,1,0,0,1,1,NA,0.625,1,0.489795918367347,0,1,NA,0.75,1,6,"white",0,NA,1,0,0
"7879",33,0,1,NA,0,0,1,1,1,0,0,0,100,85,0,0,0,1,0,0,0.5,0.625,0.846938775510204,1,0,0,0.25,NA,6,"white",1,1,1,1,1
"7880",60,0,0,NA,1,0,2,1,0.666666666666667,0,40,40,85,70,0,0,0,1,0,0,1,0.75,0.387755102040816,0,1,1,1,1,6,"white",0,0,1,0,0
"7881",60,1,0,1,0,0,3,0,0,0,100,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,"white",0,0,0,0,0
"7882",32,0,1,NA,0,0,1,1,0.333333333333333,0,45,40,0,0,0,0,0,1,0,0,0,0.375,0.489795918367347,0,0,1,0,0,6,"white",0,0,0,0,0
"7883",59,0,0,NA,1,0,2,0,1,0,0,0,100,100,0,0,0,1,0,0,0.875,1,NA,0,1,0,0.5,1,6,"white",0,0,1,1,1
"7884",64,0,1,NA,0,0,1,1,0.666666666666667,NA,30,40,60,60,0,0,0,1,0,0,0.75,0.625,0.693877551020408,0,0,0,0,0,6,"white",0,0,0,0,0
"7885",23,1,0,NA,0,0,2,0,0.333333333333333,0,60,40,40,50,0,1,0,0,0,0,0.5,0.375,1,1,1,0,0.75,NA,6,"black",0,0,0,0,0
"7886",21,1,0,0,0,0,2,0,0,0,70,70,30,30,0,1,0,0,0,0,0.25,0.5,0.846938775510204,0,0,1,0.25,0,6,"black",0,0,0,0,0
"7887",72,0,0,NA,1,0,1,0,0,0,30,60,40,30,0,0,0,1,0,0,0.6875,0.75,0.591836734693878,0,0,0,0.5,0,6,"white",0,0,1,0,0
